site_id,product_type_id,pos_count_target
SI002249,sim,6
SI002250,electronic_recharge,12
SI002250,handset,115
SI002250,mfs,1
SI002250,physical_recharge,24
SI002250,sim,15
SI002254,mfs,4
SI002254,physical_recharge,8
SI002254,sim,3
SI002255,electronic_recharge,1
SI002255,handset,28
SI002255,mfs,2
SI002255,physical_recharge,16
SI002255,sim,5
SI002256,electronic_recharge,2
SI002256,handset,54
SI002256,mfs,3
SI002256,physical_recharge,6
SI002256,sim,7
SI002257,electronic_recharge,2
SI002257,handset,39
SI002257,mfs,3
SI002257,physical_recharge,8
SI002257,sim,6
SI002258,electronic_recharge,2
SI002258,handset,117
SI002258,mfs,4
SI002258,physical_recharge,8
SI002258,sim,6
SI002259,electronic_recharge,1
SI002259,handset,72
SI002259,mfs,2
SI002259,physical_recharge,7
SI002259,sim,7
SI002261,electronic_recharge,2
SI002261,mfs,8
SI002261,physical_recharge,15
SI002261,sim,6
SI002262,electronic_recharge,1
SI002262,handset,65
SI002262,mfs,4
SI002262,physical_recharge,11
SI002262,sim,7
SI002263,handset,59
SI002263,mfs,8
SI002263,sim,11
SI002265,electronic_recharge,2
SI002265,mfs,2
SI002265,physical_recharge,7
SI002265,sim,2
SI002266,physical_recharge,16
SI002266,sim,5
SI002267,handset,32
SI002267,physical_recharge,8
SI002267,sim,13
SI002269,electronic_recharge,3
SI002269,handset,67
SI002269,mfs,2
SI002269,physical_recharge,7
SI002269,sim,6
SI002271,electronic_recharge,2
SI002271,handset,66
SI002271,sim,4
SI002272,electronic_recharge,1
SI002272,physical_recharge,8
SI002280,electronic_recharge,4
SI002280,handset,93
SI002280,mfs,3
SI002280,physical_recharge,17
SI002280,sim,8
SI002283,electronic_recharge,17
SI002283,handset,597
SI002283,mfs,6
SI002283,physical_recharge,52
SI002283,sim,29
SI002284,electronic_recharge,4
SI002284,handset,42
SI002284,mfs,1
SI002284,physical_recharge,7
SI002284,sim,3
SI002285,electronic_recharge,2
SI002285,handset,143
SI002285,mfs,7
SI002285,physical_recharge,8
SI002285,sim,10
SI002286,handset,104
SI002286,mfs,3
SI002286,physical_recharge,4
SI002286,sim,8
SI002288,electronic_recharge,3
SI002288,handset,38
SI002288,mfs,12
SI002288,physical_recharge,6
SI002288,sim,7
SI002289,electronic_recharge,1
SI002289,mfs,3
SI002289,physical_recharge,7
SI002292,electronic_recharge,4
SI002292,handset,110
SI002292,mfs,12
SI002292,physical_recharge,14
SI002292,sim,2
SI002294,electronic_recharge,4
SI002294,handset,136
SI002294,mfs,7
SI002294,physical_recharge,14
SI002294,sim,6
SI002298,electronic_recharge,3
SI002298,handset,58
SI002298,physical_recharge,7
SI002301,electronic_recharge,5
SI002301,handset,53
SI002301,mfs,8
SI002301,sim,11
SI002302,electronic_recharge,16
SI002302,handset,26
SI002302,mfs,9
SI002302,physical_recharge,6
SI002302,sim,6
SI002305,electronic_recharge,3
SI002305,handset,51
SI002305,mfs,2
SI002305,physical_recharge,16
SI002306,handset,50
SI002306,mfs,2
SI002306,physical_recharge,5
SI002308,electronic_recharge,5
SI002308,handset,44
SI002308,mfs,6
SI002308,physical_recharge,3
SI002308,sim,4
SI002309,electronic_recharge,3
SI002309,handset,49
SI002309,mfs,1
SI002309,physical_recharge,10
SI002309,sim,13
SI002311,handset,73
SI002313,handset,64
SI002313,physical_recharge,7
SI002314,electronic_recharge,2
SI002314,mfs,3
SI002314,physical_recharge,7
SI002314,sim,5
SI002318,electronic_recharge,3
SI002318,handset,31
SI002318,sim,13
SI002323,electronic_recharge,6
SI002323,handset,210
SI002323,mfs,6
SI002323,physical_recharge,11
SI002323,sim,12
SI002325,electronic_recharge,4
SI002325,handset,45
SI002325,mfs,1
SI002325,physical_recharge,6
SI002327,handset,72
SI002327,mfs,2
SI002327,physical_recharge,3
SI002327,sim,4
SI002328,electronic_recharge,3
SI002328,handset,52
SI002328,mfs,4
SI002328,physical_recharge,3
SI002328,sim,5
SI002329,electronic_recharge,3
SI002329,handset,65
SI002329,mfs,4
SI002329,physical_recharge,4
SI002329,sim,9
SI002330,electronic_recharge,3
SI002330,handset,133
SI002330,mfs,5
SI002330,physical_recharge,34
SI002330,sim,22
SI002331,electronic_recharge,3
SI002331,handset,197
SI002331,mfs,3
SI002331,physical_recharge,5
SI002331,sim,14
SI002332,electronic_recharge,2
SI002332,handset,57
SI002332,mfs,4
SI002332,physical_recharge,5
SI002332,sim,2
SI002333,mfs,2
SI002333,physical_recharge,7
SI002333,sim,4
SI002335,electronic_recharge,2
SI002335,handset,135
SI002335,mfs,7
SI002335,physical_recharge,11
SI002335,sim,14
SI002338,electronic_recharge,2
SI002338,handset,65
SI002338,physical_recharge,3
SI002339,electronic_recharge,2
SI002339,sim,4
SI002340,handset,26
SI002340,mfs,1
SI002345,electronic_recharge,2
SI002345,mfs,2
SI002345,physical_recharge,7
SI002345,sim,3
SI002346,electronic_recharge,1
SI002346,handset,113
SI002346,mfs,4
SI002346,physical_recharge,16
SI002346,sim,5
SI002347,electronic_recharge,2
SI002347,handset,39
SI002347,mfs,2
SI002347,physical_recharge,8
SI002347,sim,7
SI002348,electronic_recharge,3
SI002348,handset,41
SI002348,mfs,1
SI002348,physical_recharge,8
SI002348,sim,9
SI002349,mfs,3
SI002349,physical_recharge,6
SI002352,electronic_recharge,1
SI002352,mfs,4
SI002352,physical_recharge,8
SI002352,sim,4
SI002353,electronic_recharge,3
SI002353,mfs,4
SI002353,physical_recharge,11
SI002353,sim,6
SI002354,electronic_recharge,11
SI002354,handset,146
SI002354,mfs,8
SI002354,physical_recharge,10
SI002354,sim,6
SI002355,handset,101
SI002355,mfs,3
SI002355,sim,5
SI002357,electronic_recharge,2
SI002357,handset,74
SI002357,mfs,1
SI002357,physical_recharge,5
SI002357,sim,6
SI002358,handset,39
SI002359,electronic_recharge,4
SI002359,handset,82
SI002359,mfs,6
SI002359,sim,16
SI002360,electronic_recharge,11
SI002360,handset,57
SI002360,mfs,3
SI002360,physical_recharge,7
SI002360,sim,4
SI002368,mfs,3
SI002368,physical_recharge,8
SI002369,electronic_recharge,5
SI002369,handset,103
SI002369,mfs,2
SI002369,physical_recharge,10
SI002369,sim,5
SI002373,electronic_recharge,2
SI002373,handset,78
SI002373,mfs,3
SI002373,physical_recharge,3
SI002373,sim,3
SI002374,electronic_recharge,1
SI002375,electronic_recharge,4
SI002375,handset,119
SI002375,mfs,3
SI002375,physical_recharge,11
SI002375,sim,8
SI002376,electronic_recharge,7
SI002376,handset,72
SI002376,mfs,3
SI002376,physical_recharge,8
SI002376,sim,9
SI002377,electronic_recharge,2
SI002377,handset,67
SI002377,mfs,3
SI002377,physical_recharge,6
SI002377,sim,4
SI002378,mfs,4
SI002379,electronic_recharge,2
SI002379,handset,67
SI002379,mfs,5
SI002379,physical_recharge,5
SI002379,sim,9
SI002380,electronic_recharge,4
SI002380,handset,44
SI002380,mfs,3
SI002380,physical_recharge,16
SI002380,sim,9
SI002382,electronic_recharge,1
SI002382,handset,41
SI002382,mfs,3
SI002382,sim,6
SI002383,electronic_recharge,2
SI002385,electronic_recharge,1
SI002385,handset,53
SI002385,mfs,2
SI002385,physical_recharge,20
SI002385,sim,7
SI002389,electronic_recharge,3
SI002389,handset,27
SI002389,mfs,2
SI002389,physical_recharge,4
SI002393,electronic_recharge,2
SI002393,physical_recharge,5
SI002395,electronic_recharge,11
SI002395,handset,84
SI002395,mfs,1
SI002395,physical_recharge,17
SI002395,sim,15
SI002396,handset,25
SI002396,mfs,2
SI002398,electronic_recharge,1
SI002398,handset,69
SI002398,mfs,10
SI002398,physical_recharge,14
SI002398,sim,7
SI002399,electronic_recharge,6
SI002399,handset,132
SI002399,mfs,13
SI002399,physical_recharge,9
SI002399,sim,12
SI002403,electronic_recharge,7
SI002403,handset,141
SI002403,mfs,8
SI002403,physical_recharge,26
SI002403,sim,13
SI002404,handset,154
SI002404,mfs,4
SI002404,physical_recharge,11
SI002404,sim,6
SI002405,electronic_recharge,6
SI002405,handset,95
SI002405,mfs,3
SI002405,physical_recharge,9
SI002405,sim,12
SI002406,electronic_recharge,3
SI002406,handset,135
SI002406,mfs,8
SI002406,physical_recharge,11
SI002406,sim,18
SI002407,electronic_recharge,1
SI002407,handset,53
SI002407,physical_recharge,3
SI002409,handset,35
SI002409,mfs,7
SI002410,electronic_recharge,7
SI002410,handset,43
SI002410,mfs,3
SI002410,physical_recharge,14
SI002410,sim,6
SI002413,electronic_recharge,7
SI002413,handset,87
SI002413,mfs,5
SI002413,physical_recharge,17
SI002413,sim,16
SI002414,electronic_recharge,5
SI002414,handset,26
SI002414,mfs,16
SI002414,physical_recharge,5
SI002414,sim,5
SI002415,handset,143
SI002415,sim,2
SI002417,electronic_recharge,1
SI002417,handset,31
SI002417,mfs,4
SI002417,physical_recharge,7
SI002417,sim,5
SI002418,mfs,2
SI002418,sim,4
SI002421,electronic_recharge,8
SI002421,handset,68
SI002421,mfs,4
SI002421,physical_recharge,8
SI002421,sim,3
SI002422,electronic_recharge,6
SI002422,handset,153
SI002422,mfs,10
SI002422,physical_recharge,15
SI002422,sim,27
SI002425,electronic_recharge,4
SI002425,handset,142
SI002425,mfs,8
SI002425,physical_recharge,6
SI002425,sim,9
SI002426,electronic_recharge,3
SI002426,handset,43
SI002426,physical_recharge,25
SI002426,sim,6
SI002429,electronic_recharge,6
SI002429,handset,138
SI002429,mfs,2
SI002429,physical_recharge,16
SI002429,sim,5
SI002430,electronic_recharge,6
SI002430,physical_recharge,7
SI002430,sim,10
SI002432,electronic_recharge,9
SI002432,handset,104
SI002432,mfs,9
SI002432,physical_recharge,10
SI002432,sim,10
SI002433,mfs,3
SI002435,electronic_recharge,7
SI002435,handset,72
SI002435,mfs,1
SI002435,physical_recharge,7
SI002435,sim,5
SI002436,electronic_recharge,3
SI002436,mfs,2
SI002436,sim,3
SI002437,handset,33
SI002437,sim,5
SI002438,electronic_recharge,13
SI002438,handset,145
SI002438,mfs,10
SI002438,physical_recharge,17
SI002438,sim,17
SI002439,electronic_recharge,2
SI002439,handset,69
SI002439,mfs,1
SI002439,physical_recharge,3
SI002439,sim,3
SI002440,electronic_recharge,6
SI002440,mfs,3
SI002440,physical_recharge,5
SI002440,sim,4
SI002456,electronic_recharge,14
SI002456,handset,78
SI002456,mfs,10
SI002456,physical_recharge,11
SI002456,sim,20
SI002457,handset,120
SI002457,mfs,8
SI002457,physical_recharge,7
SI002457,sim,7
SI002458,electronic_recharge,5
SI002458,handset,126
SI002458,mfs,8
SI002458,physical_recharge,8
SI002458,sim,10
SI002460,electronic_recharge,1
SI002460,handset,70
SI002460,physical_recharge,5
SI002460,sim,8
SI002465,electronic_recharge,5
SI002465,handset,102
SI002465,mfs,3
SI002465,physical_recharge,5
SI002465,sim,3
SI002466,electronic_recharge,3
SI002466,handset,27
SI002466,mfs,3
SI002466,physical_recharge,3
SI002466,sim,3
SI002467,electronic_recharge,2
SI002467,handset,51
SI002467,mfs,2
SI002467,physical_recharge,5
SI002467,sim,5
SI002468,electronic_recharge,3
SI002468,handset,46
SI002468,mfs,2
SI002468,physical_recharge,8
SI002468,sim,12
SI002469,electronic_recharge,2
SI002469,handset,27
SI002469,mfs,7
SI002469,physical_recharge,6
SI002469,sim,13
SI002470,handset,40
SI002470,sim,5
SI002471,electronic_recharge,5
SI002471,handset,35
SI002471,mfs,5
SI002471,physical_recharge,12
SI002471,sim,2
SI002473,electronic_recharge,2
SI002473,handset,71
SI002473,mfs,1
SI002473,physical_recharge,4
SI002475,electronic_recharge,12
SI002475,handset,26
SI002475,mfs,7
SI002475,physical_recharge,18
SI002475,sim,3
SI002476,electronic_recharge,6
SI002476,handset,332
SI002476,mfs,19
SI002476,physical_recharge,13
SI002476,sim,44
SI002477,electronic_recharge,4
SI002477,handset,133
SI002477,mfs,4
SI002477,physical_recharge,10
SI002477,sim,7
SI002478,electronic_recharge,2
SI002478,handset,61
SI002478,mfs,2
SI002478,physical_recharge,6
SI002478,sim,7
SI002479,handset,34
SI002479,mfs,3
SI002479,physical_recharge,4
SI002479,sim,3
SI002480,electronic_recharge,3
SI002480,handset,53
SI002480,mfs,2
SI002480,physical_recharge,17
SI002480,sim,6
SI002481,electronic_recharge,8
SI002481,mfs,8
SI002481,physical_recharge,10
SI002481,sim,2
SI002489,handset,28
SI002489,mfs,2
SI002489,sim,8
SI002494,electronic_recharge,1
SI002494,handset,71
SI002494,mfs,1
SI002494,physical_recharge,11
SI002494,sim,7
SI002496,electronic_recharge,7
SI002496,handset,55
SI002496,mfs,2
SI002496,physical_recharge,13
SI002496,sim,6
SI002504,electronic_recharge,1
SI002504,handset,38
SI002504,mfs,3
SI002504,physical_recharge,7
SI002504,sim,4
SI002506,electronic_recharge,4
SI002506,handset,40
SI002506,physical_recharge,8
SI002506,sim,5
SI002507,electronic_recharge,5
SI002507,handset,51
SI002507,mfs,5
SI002507,physical_recharge,8
SI002509,handset,44
SI002509,sim,6
SI002511,mfs,3
SI002511,sim,2
SI002514,mfs,4
SI002514,sim,4
SI002516,electronic_recharge,2
SI002516,handset,66
SI002516,physical_recharge,3
SI002517,mfs,2
SI002517,sim,5
SI002519,electronic_recharge,4
SI002519,mfs,4
SI002519,sim,2
SI002522,electronic_recharge,5
SI002522,handset,141
SI002522,mfs,4
SI002522,physical_recharge,12
SI002522,sim,12
SI002523,electronic_recharge,4
SI002523,handset,64
SI002523,mfs,5
SI002523,physical_recharge,6
SI002523,sim,3
SI002527,electronic_recharge,3
SI002533,electronic_recharge,2
SI002533,handset,34
SI002533,mfs,6
SI002533,physical_recharge,5
SI002534,electronic_recharge,10
SI002534,handset,71
SI002534,mfs,8
SI002534,physical_recharge,13
SI002534,sim,4
SI002535,electronic_recharge,4
SI002536,electronic_recharge,4
SI002536,handset,136
SI002536,mfs,4
SI002536,physical_recharge,16
SI002536,sim,5
SI002537,handset,65
SI002537,mfs,3
SI002537,sim,3
SI002542,electronic_recharge,4
SI002542,mfs,4
SI002542,sim,7
SI002543,electronic_recharge,6
SI002543,handset,228
SI002543,mfs,9
SI002543,physical_recharge,15
SI002543,sim,5
SI002544,electronic_recharge,3
SI002544,handset,65
SI002544,mfs,3
SI002544,physical_recharge,4
SI002546,electronic_recharge,5
SI002546,handset,70
SI002546,mfs,1
SI002546,sim,10
SI002547,electronic_recharge,2
SI002547,handset,29
SI002547,mfs,8
SI002547,physical_recharge,6
SI002547,sim,3
SI002549,electronic_recharge,12
SI002549,handset,163
SI002549,mfs,10
SI002549,physical_recharge,19
SI002549,sim,13
SI002550,mfs,2
SI002552,electronic_recharge,3
SI002552,handset,63
SI002552,mfs,3
SI002552,physical_recharge,4
SI002552,sim,4
SI002554,handset,57
SI002554,mfs,1
SI002554,sim,5
SI002555,electronic_recharge,4
SI002555,handset,50
SI002555,mfs,3
SI002555,physical_recharge,6
SI002555,sim,3
SI002557,electronic_recharge,5
SI002557,handset,59
SI002557,mfs,7
SI002557,physical_recharge,11
SI002557,sim,6
SI002559,electronic_recharge,2
SI002559,mfs,2
SI002559,sim,4
SI002560,electronic_recharge,17
SI002560,handset,107
SI002560,mfs,3
SI002560,physical_recharge,9
SI002560,sim,24
SI002561,electronic_recharge,4
SI002561,mfs,3
SI002561,physical_recharge,7
SI002563,electronic_recharge,1
SI002563,handset,45
SI002563,mfs,5
SI002563,physical_recharge,8
SI002563,sim,4
SI002564,electronic_recharge,19
SI002564,handset,68
SI002564,mfs,8
SI002564,physical_recharge,8
SI002564,sim,7
SI002565,electronic_recharge,1
SI002565,handset,59
SI002565,mfs,5
SI002565,physical_recharge,6
SI002565,sim,5
SI002570,electronic_recharge,4
SI002570,handset,79
SI002570,mfs,2
SI002570,physical_recharge,3
SI002570,sim,8
SI002571,physical_recharge,4
SI002572,electronic_recharge,5
SI002572,handset,61
SI002572,mfs,12
SI002572,physical_recharge,12
SI002572,sim,10
SI002573,electronic_recharge,4
SI002573,handset,36
SI002573,mfs,3
SI002573,physical_recharge,8
SI002574,electronic_recharge,2
SI002574,mfs,5
SI002574,physical_recharge,8
SI002574,sim,13
SI002575,electronic_recharge,4
SI002575,handset,58
SI002575,mfs,1
SI002575,physical_recharge,4
SI002575,sim,7
SI002576,electronic_recharge,2
SI002576,handset,34
SI002576,mfs,3
SI002576,physical_recharge,8
SI002576,sim,4
SI002577,electronic_recharge,2
SI002577,handset,72
SI002577,mfs,7
SI002577,physical_recharge,8
SI002577,sim,6
SI002578,electronic_recharge,8
SI002578,handset,55
SI002578,physical_recharge,3
SI002578,sim,21
SI002579,mfs,3
SI002583,electronic_recharge,3
SI002583,handset,27
SI002583,mfs,1
SI002583,sim,5
SI002584,handset,65
SI002584,physical_recharge,7
SI002586,electronic_recharge,6
SI002586,handset,145
SI002586,mfs,4
SI002586,physical_recharge,8
SI002586,sim,23
SI002588,electronic_recharge,1
SI002588,handset,70
SI002588,mfs,8
SI002588,sim,8
SI002589,electronic_recharge,1
SI002589,sim,5
SI002592,mfs,2
SI002592,physical_recharge,6
SI002594,electronic_recharge,3
SI002594,handset,35
SI002594,mfs,3
SI002594,physical_recharge,10
SI002594,sim,7
SI002595,electronic_recharge,3
SI002595,mfs,8
SI002595,physical_recharge,8
SI002595,sim,9
SI002596,electronic_recharge,4
SI002596,handset,30
SI002596,mfs,2
SI002596,physical_recharge,8
SI002596,sim,7
SI002597,electronic_recharge,3
SI002597,handset,40
SI002597,mfs,3
SI002597,physical_recharge,5
SI002597,sim,4
SI002598,electronic_recharge,9
SI002598,handset,142
SI002598,mfs,11
SI002598,physical_recharge,20
SI002598,sim,18
SI002599,electronic_recharge,8
SI002599,handset,168
SI002599,mfs,7
SI002599,physical_recharge,11
SI002599,sim,14
SI002601,electronic_recharge,12
SI002601,handset,187
SI002601,mfs,6
SI002601,physical_recharge,13
SI002601,sim,14
SI002602,electronic_recharge,6
SI002602,handset,43
SI002602,mfs,7
SI002602,physical_recharge,8
SI002602,sim,7
SI002605,handset,54
SI002605,mfs,4
SI002607,electronic_recharge,6
SI002607,handset,212
SI002607,mfs,6
SI002607,physical_recharge,11
SI002607,sim,12
SI002608,handset,36
SI002609,handset,67
SI002613,electronic_recharge,3
SI002613,handset,29
SI002613,mfs,5
SI002613,physical_recharge,4
SI002613,sim,6
SI002614,electronic_recharge,1
SI002614,handset,58
SI002614,mfs,3
SI002614,physical_recharge,5
SI002614,sim,3
SI002615,electronic_recharge,3
SI002615,handset,70
SI002615,mfs,3
SI002615,physical_recharge,5
SI002615,sim,5
SI002616,sim,6
SI002617,electronic_recharge,3
SI002617,handset,72
SI002617,mfs,2
SI002617,physical_recharge,3
SI002617,sim,3
SI002619,electronic_recharge,3
SI002619,handset,63
SI002619,mfs,1
SI002619,physical_recharge,6
SI002620,electronic_recharge,2
SI002621,electronic_recharge,3
SI002621,mfs,4
SI002621,physical_recharge,8
SI002621,sim,4
SI002624,electronic_recharge,1
SI002624,handset,49
SI002624,mfs,1
SI002624,physical_recharge,7
SI002624,sim,4
SI002625,electronic_recharge,3
SI002625,handset,70
SI002625,mfs,3
SI002625,physical_recharge,6
SI002625,sim,4
SI002626,electronic_recharge,2
SI002626,handset,59
SI002626,mfs,2
SI002626,physical_recharge,6
SI002626,sim,4
SI002627,electronic_recharge,5
SI002627,handset,47
SI002627,mfs,9
SI002627,physical_recharge,23
SI002627,sim,9
SI002629,mfs,1
SI002629,physical_recharge,5
SI002630,handset,124
SI002630,mfs,3
SI002630,physical_recharge,7
SI002631,electronic_recharge,2
SI002631,handset,51
SI002631,mfs,3
SI002631,physical_recharge,6
SI002631,sim,3
SI002632,handset,51
SI002632,mfs,3
SI002632,physical_recharge,3
SI002632,sim,9
SI002634,electronic_recharge,8
SI002634,handset,95
SI002634,mfs,5
SI002634,physical_recharge,13
SI002634,sim,10
SI002635,electronic_recharge,3
SI002635,handset,44
SI002635,mfs,2
SI002635,physical_recharge,3
SI002635,sim,3
SI002636,electronic_recharge,3
SI002636,physical_recharge,6
SI002638,electronic_recharge,2
SI002639,physical_recharge,3
SI002641,electronic_recharge,2
SI002641,handset,52
SI002641,mfs,4
SI002641,sim,3
SI002643,electronic_recharge,3
SI002643,handset,175
SI002643,mfs,2
SI002643,physical_recharge,11
SI002643,sim,11
SI002644,electronic_recharge,3
SI002644,handset,66
SI002644,mfs,5
SI002644,physical_recharge,8
SI002644,sim,10
SI002645,handset,38
SI002645,sim,4
SI002649,handset,52
SI002649,mfs,3
SI002649,physical_recharge,3
SI002650,handset,147
SI002650,mfs,11
SI002650,physical_recharge,6
SI002650,sim,21
SI002653,electronic_recharge,5
SI002653,handset,94
SI002653,mfs,10
SI002653,physical_recharge,16
SI002653,sim,4
SI002655,electronic_recharge,4
SI002655,handset,176
SI002655,mfs,7
SI002655,physical_recharge,13
SI002655,sim,3
SI002656,mfs,2
SI002656,sim,11
SI002658,electronic_recharge,8
SI002658,handset,116
SI002658,mfs,2
SI002658,physical_recharge,10
SI002658,sim,21
SI002659,electronic_recharge,6
SI002659,handset,34
SI002659,mfs,7
SI002659,physical_recharge,15
SI002659,sim,12
SI002660,electronic_recharge,3
SI002660,handset,144
SI002660,mfs,4
SI002660,physical_recharge,16
SI002660,sim,3
SI002661,mfs,1
SI002662,electronic_recharge,1
SI002662,handset,140
SI002662,physical_recharge,13
SI002662,sim,14
SI002663,handset,52
SI002663,mfs,4
SI002663,physical_recharge,3
SI002664,electronic_recharge,2
SI002664,handset,72
SI002664,mfs,3
SI002664,physical_recharge,7
SI002664,sim,7
SI002667,electronic_recharge,5
SI002667,handset,60
SI002667,mfs,2
SI002667,physical_recharge,6
SI002667,sim,19
SI002669,electronic_recharge,3
SI002669,handset,61
SI002669,mfs,3
SI002669,physical_recharge,8
SI002669,sim,3
SI002671,electronic_recharge,1
SI002671,handset,58
SI002671,physical_recharge,3
SI002672,handset,42
SI002672,mfs,3
SI002672,physical_recharge,5
SI002672,sim,5
SI002676,physical_recharge,7
SI002678,handset,47
SI002678,mfs,4
SI002678,physical_recharge,3
SI002678,sim,16
SI002679,electronic_recharge,13
SI002679,handset,70
SI002679,mfs,6
SI002679,physical_recharge,14
SI002679,sim,11
SI002680,electronic_recharge,10
SI002680,handset,179
SI002680,mfs,6
SI002680,physical_recharge,24
SI002680,sim,13
SI002682,electronic_recharge,4
SI002682,handset,50
SI002682,mfs,4
SI002682,physical_recharge,7
SI002682,sim,6
SI002684,physical_recharge,5
SI002684,sim,6
SI002685,electronic_recharge,2
SI002685,handset,38
SI002685,mfs,6
SI002685,physical_recharge,12
SI002685,sim,5
SI002688,electronic_recharge,2
SI002688,handset,54
SI002688,sim,3
SI002694,electronic_recharge,2
SI002694,handset,207
SI002694,mfs,3
SI002694,physical_recharge,12
SI002694,sim,4
SI002695,electronic_recharge,25
SI002695,handset,239
SI002695,mfs,35
SI002695,physical_recharge,51
SI002695,sim,19
SI002696,electronic_recharge,8
SI002696,handset,95
SI002696,mfs,12
SI002696,physical_recharge,22
SI002696,sim,14
SI002697,electronic_recharge,3
SI002697,handset,107
SI002697,mfs,6
SI002697,physical_recharge,17
SI002697,sim,6
SI002699,electronic_recharge,2
SI002699,physical_recharge,3
SI002700,handset,56
SI002700,mfs,7
SI002700,physical_recharge,8
SI002700,sim,6
SI002705,electronic_recharge,4
SI002705,physical_recharge,3
SI002705,sim,7
SI002708,electronic_recharge,7
SI002708,handset,71
SI002708,mfs,11
SI002708,physical_recharge,13
SI002708,sim,9
SI002711,electronic_recharge,3
SI002711,handset,29
SI002711,mfs,7
SI002711,physical_recharge,4
SI002711,sim,6
SI002715,electronic_recharge,6
SI002715,handset,31
SI002715,mfs,4
SI002715,physical_recharge,5
SI002715,sim,4
SI002718,electronic_recharge,1
SI002718,handset,47
SI002718,mfs,5
SI002718,physical_recharge,6
SI002718,sim,7
SI002719,electronic_recharge,1
SI002719,handset,28
SI002719,mfs,3
SI002719,physical_recharge,7
SI002719,sim,4
SI002722,electronic_recharge,2
SI002722,handset,126
SI002722,mfs,11
SI002722,physical_recharge,22
SI002722,sim,12
SI002723,electronic_recharge,3
SI002723,handset,55
SI002723,physical_recharge,8
SI002723,sim,6
SI002725,electronic_recharge,2
SI002725,handset,41
SI002725,mfs,2
SI002725,physical_recharge,6
SI002726,electronic_recharge,13
SI002726,handset,91
SI002726,mfs,5
SI002726,physical_recharge,11
SI002726,sim,14
SI002731,mfs,3
SI002731,sim,6
SI002739,physical_recharge,7
SI002742,electronic_recharge,6
SI002742,handset,121
SI002742,mfs,14
SI002742,physical_recharge,11
SI002742,sim,17
SI002750,electronic_recharge,8
SI002750,handset,35
SI002750,mfs,2
SI002750,physical_recharge,3
SI002751,electronic_recharge,4
SI002751,handset,127
SI002751,mfs,7
SI002751,physical_recharge,12
SI002751,sim,11
SI002752,electronic_recharge,3
SI002752,handset,46
SI002752,mfs,1
SI002752,physical_recharge,7
SI002752,sim,6
SI002755,electronic_recharge,6
SI002755,handset,67
SI002755,mfs,5
SI002755,physical_recharge,25
SI002755,sim,16
SI002758,physical_recharge,7
SI002759,mfs,4
SI002759,physical_recharge,6
SI002768,electronic_recharge,7
SI002768,handset,86
SI002768,mfs,7
SI002768,physical_recharge,14
SI002768,sim,14
SI002769,electronic_recharge,21
SI002769,handset,217
SI002769,mfs,13
SI002769,physical_recharge,30
SI002769,sim,17
SI002771,electronic_recharge,8
SI002771,handset,28
SI002771,mfs,6
SI002771,physical_recharge,8
SI002771,sim,6
SI002774,electronic_recharge,4
SI002774,handset,40
SI002774,mfs,3
SI002774,sim,5
SI002775,electronic_recharge,3
SI002775,handset,70
SI002775,mfs,1
SI002775,physical_recharge,5
SI002775,sim,4
SI002779,physical_recharge,4
SI002782,electronic_recharge,4
SI002782,handset,73
SI002782,mfs,4
SI002782,physical_recharge,3
SI002782,sim,4
SI002783,handset,142
SI002783,mfs,6
SI002783,physical_recharge,14
SI002783,sim,7
SI002785,handset,69
SI002790,handset,65
SI002790,mfs,1
SI002790,physical_recharge,3
SI002791,electronic_recharge,2
SI002791,mfs,2
SI002791,sim,3
SI002792,electronic_recharge,8
SI002792,handset,79
SI002792,mfs,11
SI002792,physical_recharge,11
SI002792,sim,6
SI002793,electronic_recharge,2
SI002793,handset,56
SI002793,mfs,1
SI002793,sim,4
SI002798,electronic_recharge,5
SI002798,handset,61
SI002798,physical_recharge,7
SI002798,sim,9
SI002804,mfs,3
SI002811,electronic_recharge,4
SI002811,handset,128
SI002811,mfs,2
SI002811,physical_recharge,3
SI002817,electronic_recharge,8
SI002817,handset,149
SI002817,mfs,6
SI002817,physical_recharge,18
SI002817,sim,2
SI002818,electronic_recharge,1
SI002818,handset,66
SI002818,mfs,2
SI002818,physical_recharge,11
SI002818,sim,5
SI002821,electronic_recharge,3
SI002821,handset,91
SI002821,mfs,1
SI002821,physical_recharge,14
SI002821,sim,22
SI002823,mfs,3
SI002823,physical_recharge,8
SI002824,electronic_recharge,7
SI002824,handset,101
SI002824,mfs,10
SI002824,physical_recharge,22
SI002824,sim,9
SI002825,electronic_recharge,4
SI002825,handset,44
SI002825,mfs,3
SI002825,physical_recharge,5
SI002825,sim,5
SI002828,electronic_recharge,3
SI002828,handset,30
SI002828,mfs,3
SI002828,physical_recharge,7
SI002828,sim,5
SI002830,electronic_recharge,12
SI002830,handset,211
SI002830,mfs,10
SI002830,physical_recharge,18
SI002830,sim,17
SI002832,electronic_recharge,14
SI002832,handset,95
SI002832,mfs,9
SI002832,physical_recharge,26
SI002832,sim,18
SI002838,electronic_recharge,6
SI002838,handset,84
SI002838,mfs,8
SI002838,physical_recharge,15
SI002838,sim,7
SI002842,electronic_recharge,1
SI002842,handset,39
SI002842,mfs,4
SI002842,physical_recharge,11
SI002842,sim,7
SI002845,electronic_recharge,7
SI002845,handset,131
SI002845,mfs,1
SI002845,physical_recharge,3
